,radiusOfRing_Ring,radiusOfRing_section,radiusOfRing_bar,mass,restitution,lateralFriction,spinningFriction,rollingFriction,position,velocity,angularVelocity,time
929,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.24 -0.35 89.98],[ 4.98  0.13 -2.75],[ 1.58 -0.05 20.34],3.870833333333333
930,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.22 -0.35 89.97],[ 4.76  0.4  -2.66],[ 2.1  -0.05 19.89],3.875
931,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.2  -0.35 89.96],[ 4.54  0.7  -2.56],[ 2.04 -0.05 19.91],3.8791666666666664
932,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18 -0.34 89.95],[ 4.25  0.96 -2.44],[ 2.56 -0.05 19.77],3.8833333333333333
933,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17 -0.34 89.94],[ 3.94  1.15 -2.33],[ 3.18 -0.06 19.38],3.8874999999999997
934,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15 -0.33 89.93],[ 3.65  1.33 -2.23],[ 3.64 -0.06 18.9 ],3.8916666666666666
935,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14 -0.33 89.92],[ 3.37  1.47 -2.15],[ 4.16 -0.07 18.18],3.8958333333333335
936,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13 -0.32 89.91],[ 3.13  1.58 -2.08],[ 4.52 -0.07 17.54],3.9
937,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11 -0.31 89.9 ],[ 2.88  1.69 -1.98],[ 4.72 -0.07 17.17],3.904166666666667
938,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1  -0.31 89.9 ],[ 2.63  1.77 -1.89],[ 5.15 -0.07 16.53],3.908333333333333
939,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.09 -0.3  89.89],[ 2.41  1.84 -1.82],[ 5.38 -0.07 15.87],3.9125
940,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-8.000e-02 -2.900e-01  8.988e+01],[ 2.14  1.88 -1.72],[ 5.39 -0.06 15.85],3.9166666666666665
941,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-8.000e-02 -2.800e-01  8.987e+01],[ 1.81  1.86 -1.57],[ 5.58 -0.06 16.08],3.9208333333333334
942,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-7.000e-02 -2.800e-01  8.987e+01],[ 1.49  1.74 -1.42],[ 6.31 -0.07 15.4 ],3.925
943,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-7.000e-02 -2.700e-01  8.986e+01],[ 1.18  1.59 -1.29],[ 6.77 -0.07 14.74],3.9291666666666667
944,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.000e-02 -2.600e-01  8.986e+01],[ 0.97  1.46 -1.17],[ 7.08 -0.07 13.87],3.933333333333333
945,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-6.000e-02 -2.600e-01  8.985e+01],[ 0.81  1.34 -1.08],[ 7.18 -0.08 12.97],3.9375
946,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.500e-01  8.985e+01],[ 0.65  1.19 -0.94],[ 7.31 -0.08 12.31],3.9416666666666664
947,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.500e-01  8.985e+01],[ 0.53  1.07 -0.81],[ 7.35 -0.08 11.42],3.9458333333333333
948,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.400e-01  8.984e+01],[ 0.41  0.93 -0.69],[ 7.35 -0.08 10.55],3.9499999999999997
949,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.400e-01  8.984e+01],[ 0.34  0.85 -0.58],[ 7.16 -0.08  9.7 ],3.9541666666666666
950,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.400e-01  8.984e+01],[ 0.28  0.73 -0.52],[ 6.94 -0.08  8.96],3.9583333333333335
951,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.400e-01  8.984e+01],[ 0.23  0.68 -0.43],[ 6.7  -0.08  8.24],3.9625
952,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.300e-01  8.983e+01],[ 0.19  0.61 -0.41],[ 6.35 -0.08  7.77],3.966666666666667
953,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.300e-01  8.983e+01],[ 0.15  0.49 -0.36],[ 6.07 -0.08  7.05],3.970833333333333
954,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.300e-01  8.983e+01],[ 0.13  0.42 -0.3 ],[ 5.81 -0.07  6.9 ],3.975
955,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-02 -2.300e-01  8.983e+01],[ 0.13  0.31 -0.26],[ 5.59 -0.07  6.43],3.9791666666666665
956,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.12  0.28 -0.18],[ 5.3  -0.07  6.21],3.9833333333333334
957,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.14  0.15 -0.13],[ 5.13 -0.07  5.9 ],3.9875
958,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.18  0.   -0.03],[ 4.99 -0.07  5.82],3.9916666666666667
959,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.21  0.02 -0.01],[ 4.76 -0.07  5.67],3.995833333333333
960,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.23 -0.08  0.08],[ 4.46 -0.08  4.79],4.0
961,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.25 -0.2   0.14],[ 4.12 -0.08  4.7 ],4.004166666666666
962,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.26 -0.1   0.14],[ 3.82 -0.08  4.  ],4.008333333333333
963,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.28 -0.03  0.14],[ 3.5  -0.09  3.48],4.0125
964,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.3  -0.03  0.19],[ 3.28 -0.08  3.24],4.016666666666667
965,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -2.300e-01  8.983e+01],[ 0.3  -0.07  0.23],[ 2.9  -0.09  2.89],4.020833333333333
966,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.983e+01],[ 0.28 -0.08  0.22],[ 2.55 -0.09  2.52],4.025
967,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.28 -0.05  0.22],[ 2.17 -0.09  2.26],4.029166666666667
968,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.27 -0.11  0.22],[ 2.05 -0.09  2.01],4.033333333333333
969,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.28 -0.06  0.21],[ 1.85 -0.09  2.04],4.0375
970,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.31 -0.05  0.22],[ 1.16 -0.09  1.18],4.041666666666667
971,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.28 -0.04  0.24],[ 0.48 -0.09  1.18],4.045833333333333
972,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.34 -0.02  0.22],[ 0.41 -0.1   0.47],4.05
973,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-3.000e-02 -2.300e-01  8.984e+01],[ 0.31 -0.01  0.18],[ 0.09 -0.1   0.59],4.054166666666666
974,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-2.000e-02 -2.300e-01  8.984e+01],[ 0.46 -0.13  0.38],[ 0.16 -0.08  1.45],4.058333333333334
975,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-2.000e-02 -2.300e-01  8.984e+01],[ 0.53 -0.15  0.38],[-0.02 -0.08  1.65],4.0625
976,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-2.000e-02 -2.300e-01  8.985e+01],[ 0.56 -0.1   0.37],[-0.27 -0.09  1.51],4.066666666666666
977,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-2.000e-02 -2.300e-01  8.985e+01],[ 0.63 -0.02  0.48],[-0.31 -0.09  1.33],4.070833333333333
978,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-1.000e-02 -2.300e-01  8.985e+01],[0.7  0.07 0.56],[-0.83 -0.09  1.12],4.075
979,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-1.000e-02 -2.300e-01  8.985e+01],[0.76 0.07 0.59],[-1.09 -0.09  1.37],4.079166666666667
980,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-1.000e-02 -2.300e-01  8.985e+01],[0.76 0.05 0.56],[-1.58 -0.09  1.95],4.083333333333333
981,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.   -0.23 89.86],[0.75 0.05 0.53],[-1.58 -0.08  2.12],4.0875
982,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.   -0.23 89.86],[0.71 0.05 0.47],[-2.22 -0.08  2.24],4.091666666666667
983,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.   -0.23 89.86],[0.7  0.07 0.42],[-2.5  -0.08  2.28],4.095833333333333
984,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.   -0.23 89.86],[0.68 0.1  0.37],[-2.91 -0.08  2.28],4.1
985,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -2.300e-01  8.986e+01],[0.64 0.13 0.31],[-3.02 -0.07  1.91],4.104166666666667
986,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -2.300e-01  8.986e+01],[0.55 0.12 0.24],[-3.23 -0.07  1.99],4.108333333333333
987,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -2.300e-01  8.986e+01],[ 0.41 -0.11  0.15],[-3.5  -0.06  3.08],4.1125
988,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -2.300e-01  8.987e+01],[0.38 0.15 0.13],[-4.03 -0.07  1.98],4.116666666666666
989,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -2.300e-01  8.987e+01],[ 0.26 -0.11  0.13],[-4.02 -0.05  3.96],4.120833333333334
990,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 1.000e-02 -2.300e-01  8.987e+01],[ 0.26 -0.26  0.08],[-4.2  -0.05  3.94],4.125
991,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[ 0.24 -0.22  0.07],[-4.39 -0.05  4.1 ],4.129166666666666
992,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[ 0.21 -0.01  0.05],[-5.   -0.06  3.32],4.133333333333333
993,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[ 0.2  -0.02  0.03],[-5.21 -0.06  3.19],4.1375
994,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[0.15 0.05 0.03],[-5.58 -0.06  3.19],4.141666666666667
995,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[ 0.16 -0.05  0.01],[-5.68 -0.05  3.61],4.145833333333333
996,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[ 0.18 -0.09 -0.07],[-5.75 -0.06  3.49],4.15
997,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.987e+01],[ 0.17 -0.28 -0.13],[-5.73 -0.05  4.29],4.154166666666667
998,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.986e+01],[ 0.13 -0.25 -0.29],[-6.58 -0.06  4.44],4.158333333333333
999,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 2.000e-02 -2.300e-01  8.986e+01],[-0.01 -0.31 -0.47],[-6.91 -0.06  5.31],4.1625
